Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2020-08-04,487.2,5.0,157.2,28.0,133.4,29.1,3.53,55.3,94.7,2.58,12.69,4.17,99.2,Severe
2020-08-05,495.8,277.7,180.3,149.7,136.5,5.9,2.99,82.8,162.0,13.68,27.67,9.23,88.2,Poor
2020-08-06,379.4,515.6,146.1,43.8,242.1,28.2,1.94,94.1,164.6,3.28,6.96,9.82,60.6,Severe
2020-08-07,366.2,425.9,163.0,128.8,103.2,13.1,3.07,51.7,117.0,6.91,27.81,8.93,495.3,Good
2020-08-08,398.8,390.7,29.0,144.6,80.3,10.0,1.88,64.6,67.6,18.99,22.63,9.48,110.0,Moderate
2020-08-09,215.7,80.8,71.3,13.5,200.3,22.0,6.12,47.6,199.9,2.74,10.22,1.92,170.3,Severe
2020-08-10,455.3,159.5,72.8,93.6,204.7,17.4,9.86,58.4,174.5,7.12,22.78,5.1,117.9,Good
2020-08-11,211.5,166.0,156.1,129.1,220.1,2.0,6.01,23.7,41.9,15.63,7.96,6.07,289.7,Satisfactory
2020-08-12,289.2,558.2,71.4,70.3,236.0,32.9,2.4,76.5,53.2,3.6,24.65,1.69,175.0,Very Poor
2020-08-13,238.2,48.9,57.9,51.6,1.3,5.6,1.77,29.0,104.3,4.85,11.47,0.72,34.0,Satisfactory
2020-08-14,414.1,101.3,81.0,44.5,187.8,43.0,7.08,44.6,109.7,13.5,8.63,9.1,127.2,Satisfactory
2020-08-15,485.7,257.1,198.8,128.9,28.6,23.9,1.07,72.6,108.6,3.07,13.61,4.21,497.9,Moderate
2020-08-16,133.2,87.9,145.8,116.8,86.0,22.4,6.95,80.7,118.8,5.14,19.78,4.56,165.2,Severe
2020-08-17,60.1,75.5,151.7,147.2,15.8,45.6,3.7,91.3,72.7,15.47,9.97,9.2,144.5,Satisfactory
2020-08-18,393.1,349.7,171.2,122.1,79.5,36.8,5.81,96.7,188.8,8.42,15.15,8.22,307.4,Satisfactory
2020-08-19,352.1,106.0,17.6,70.7,64.8,7.4,1.01,68.9,90.6,13.88,20.55,1.61,28.5,Moderate
2020-08-20,115.7,225.4,194.7,122.4,13.0,36.3,3.07,21.7,146.3,17.7,20.17,8.63,395.8,Severe
2020-08-21,390.6,196.8,176.7,32.3,233.9,29.6,6.25,44.3,35.6,11.39,25.91,3.65,401.7,Very Poor
2020-08-22,435.7,101.7,14.4,9.2,68.7,13.0,4.84,51.4,196.7,9.65,8.16,2.52,494.8,Satisfactory
2020-08-23,190.7,211.4,78.6,46.7,81.1,25.7,3.99,53.0,37.1,16.77,24.5,0.94,231.6,Satisfactory
2020-08-24,29.3,294.3,8.3,17.2,46.0,24.8,6.35,88.7,105.9,0.84,7.96,6.41,62.6,Very Poor
2020-08-25,469.7,123.6,30.3,112.7,11.5,26.7,9.76,83.3,151.6,17.53,19.59,5.69,310.4,Poor
2020-08-26,277.0,532.6,40.9,119.0,11.7,38.8,3.85,50.3,14.8,17.06,8.08,7.32,253.7,Moderate
2020-08-27,287.1,343.4,8.8,58.6,88.5,39.2,9.97,71.8,155.3,4.65,4.62,5.98,49.2,Good
2020-08-28,456.5,272.3,44.0,18.8,106.3,19.2,8.69,57.3,166.1,18.96,29.12,3.67,142.2,Satisfactory
2020-08-29,249.9,594.1,41.3,48.1,132.2,45.4,0.99,14.9,151.3,11.78,24.81,5.42,118.8,Poor
2020-08-30,177.6,204.4,37.1,60.4,85.7,31.8,9.85,12.1,165.0,10.48,0.55,5.66,474.1,Poor
2020-08-31,399.8,300.9,29.1,138.8,126.6,12.0,5.77,84.5,163.8,15.04,20.37,4.77,235.5,Poor
2020-09-01,229.6,69.5,73.4,107.4,7.3,28.9,9.18,85.5,94.1,17.21,8.43,4.74,91.5,Very Poor
2020-09-02,40.0,552.7,120.4,99.7,245.5,15.0,2.74,68.3,59.0,1.42,4.19,7.99,160.2,Poor
2020-09-03,457.5,375.6,162.7,5.6,58.0,5.7,9.71,22.5,79.7,7.49,7.2,7.7,463.5,Good
2020-09-04,442.1,51.3,44.5,97.1,117.3,24.6,6.8,84.7,37.5,0.2,18.29,1.86,307.1,Very Poor
2020-09-05,96.8,152.3,140.4,81.6,72.3,4.0,8.5,1.7,72.7,5.96,18.15,1.19,412.3,Very Poor
2020-09-06,214.1,506.0,56.8,117.7,231.5,5.0,4.8,5.8,84.2,16.97,27.83,7.15,341.9,Satisfactory
2020-09-07,439.9,524.9,91.2,66.2,249.9,45.0,5.99,21.9,86.2,9.85,16.61,6.79,375.6,Very Poor
2020-09-08,467.7,230.8,98.3,138.3,242.8,33.6,6.62,99.9,180.5,15.2,28.42,8.6,419.2,Poor
2020-09-09,340.6,483.4,95.2,96.6,127.7,28.6,7.4,63.1,106.9,7.51,11.72,0.18,361.8,Good
2020-09-10,487.4,309.2,125.3,21.4,147.6,42.7,8.91,24.8,175.9,18.54,5.63,7.16,493.0,Good
2020-09-11,81.1,293.2,9.3,40.0,239.0,46.6,1.9,18.5,16.8,16.94,11.29,0.13,121.5,Satisfactory
2020-09-12,87.7,291.2,195.4,76.8,246.6,33.4,0.59,39.1,81.6,18.14,4.19,1.78,404.6,Good
2020-09-13,282.2,402.8,189.4,132.0,28.0,0.9,4.54,34.8,12.7,12.72,12.92,5.02,408.3,Poor
2020-09-14,39.2,477.1,78.3,126.1,58.4,33.8,8.95,82.2,198.5,12.06,6.67,6.89,473.8,Good
2020-09-15,484.8,527.9,161.7,17.2,115.7,42.1,3.72,49.8,167.0,16.04,20.43,0.37,19.5,Severe
2020-09-16,319.1,88.5,197.6,56.6,31.6,35.5,8.24,88.8,119.1,2.26,26.78,5.01,149.8,Satisfactory
2020-09-17,48.5,138.4,132.0,26.3,159.7,32.9,4.29,86.8,16.6,14.83,20.13,9.09,313.8,Good
2020-09-18,281.1,190.2,133.2,96.5,182.6,26.1,9.1,76.4,138.8,15.37,26.28,8.4,453.9,Moderate
2020-09-19,426.0,86.5,41.7,116.8,25.2,48.1,2.92,43.0,93.0,14.8,22.5,9.89,29.2,Poor
2020-09-20,129.0,10.4,149.2,62.9,37.8,23.0,9.6,28.5,48.3,16.59,24.2,1.53,274.6,Poor
2020-09-21,410.1,61.6,144.2,146.7,72.3,38.0,9.96,33.6,191.7,0.27,14.46,3.7,139.9,Very Poor
2020-09-22,297.6,194.7,153.5,38.3,43.7,25.5,0.15,13.2,35.5,11.99,17.66,3.04,39.6,Poor
2020-09-23,345.0,441.1,69.1,9.2,140.7,30.5,6.62,65.1,136.3,8.79,9.59,3.68,432.4,Satisfactory
2020-09-24,320.8,448.6,29.8,100.9,65.9,49.7,2.82,77.3,176.7,19.98,0.04,4.53,92.0,Severe
2020-09-25,412.1,576.8,114.9,122.3,200.7,1.6,3.15,59.9,11.6,7.88,12.94,3.39,415.6,Good
2020-09-26,445.3,500.5,40.0,26.5,37.1,7.2,3.92,58.1,189.6,5.71,21.21,9.72,396.8,Severe
2020-09-27,132.6,378.1,69.5,112.9,125.5,30.2,1.81,25.4,112.1,19.98,7.68,4.46,388.2,Good
2020-09-28,78.3,180.0,87.3,62.1,185.3,31.7,3.45,11.6,46.6,10.73,24.51,8.92,251.9,Poor
2020-09-29,336.8,131.9,160.0,32.8,232.4,30.9,2.51,49.2,43.9,4.92,10.15,2.22,493.4,Very Poor
2020-09-30,120.7,187.5,99.4,82.3,62.6,10.3,6.0,65.0,17.6,17.82,26.1,3.63,41.7,Very Poor
2020-10-01,222.2,379.1,62.8,83.5,39.2,0.2,0.23,28.8,120.1,4.38,15.46,1.67,9.2,Moderate
2020-10-02,35.9,1.1,41.6,88.0,236.1,7.0,2.96,99.3,128.6,19.73,22.55,7.2,437.7,Good
2020-10-03,120.4,593.5,191.3,106.1,63.0,43.6,3.65,35.1,144.0,18.34,2.17,0.52,263.5,Severe
2020-10-04,473.2,357.5,72.3,75.1,211.6,27.8,6.57,65.9,52.8,1.51,5.16,3.42,48.7,Very Poor
2020-10-05,62.3,275.4,76.7,17.3,51.5,40.8,4.91,9.4,174.5,15.57,13.81,0.48,47.8,Good
2020-10-06,433.5,263.2,36.3,123.2,180.5,13.9,4.81,55.9,168.3,14.15,11.23,0.28,369.1,Satisfactory
2020-10-07,340.7,506.9,81.8,146.7,43.6,48.6,0.64,34.3,54.1,12.25,27.17,8.32,370.3,Poor
2020-10-08,400.1,482.9,68.9,149.1,102.7,31.1,5.4,34.2,194.1,14.46,29.44,1.8,244.8,Poor
2020-10-09,246.2,7.0,34.3,60.9,44.6,25.6,1.37,88.3,162.8,12.2,12.56,4.89,21.7,Poor
2020-10-10,166.5,482.7,108.8,7.5,129.2,43.8,1.15,47.5,126.0,14.47,16.28,0.85,138.9,Very Poor
2020-10-11,77.2,99.5,179.0,95.2,210.5,17.3,1.79,38.8,170.9,13.84,16.01,6.86,266.5,Moderate
2020-10-12,199.3,213.4,93.8,11.8,107.1,24.5,7.39,86.4,55.2,4.83,20.46,0.21,182.6,Good
2020-10-13,208.0,96.8,151.3,23.0,14.9,25.2,2.21,0.6,71.9,5.78,23.11,1.97,147.0,Severe
2020-10-14,234.6,297.6,5.9,58.7,93.1,26.6,7.32,72.7,44.9,8.01,12.2,1.47,392.3,Satisfactory
2020-10-15,260.3,185.7,197.8,46.3,169.8,46.7,8.05,36.3,138.9,9.42,23.99,3.48,4.3,Satisfactory
2020-10-16,411.7,423.5,195.7,6.3,76.0,21.2,3.71,92.1,102.6,5.05,17.05,9.52,215.2,Poor
2020-10-17,259.5,297.3,191.8,95.5,7.9,32.7,4.82,65.4,54.7,13.55,13.22,6.74,115.8,Very Poor
2020-10-18,226.1,417.8,173.5,61.3,206.0,40.3,0.31,46.3,116.9,5.85,25.21,3.69,362.2,Poor
2020-10-19,281.3,214.2,171.9,134.1,57.4,0.5,2.03,5.6,24.1,2.95,29.63,3.83,99.0,Poor
2020-10-20,233.3,431.4,15.4,143.4,230.0,0.7,6.94,63.5,175.2,0.64,14.33,6.0,433.9,Poor
2020-10-21,257.3,139.1,125.2,65.2,129.4,20.8,6.01,63.1,27.6,18.04,25.7,5.17,149.9,Satisfactory
2020-10-22,211.2,149.4,46.7,111.2,191.4,18.1,0.96,44.7,169.3,1.0,21.06,9.68,459.8,Poor
2020-10-23,154.8,377.7,124.8,16.0,68.5,15.6,1.29,91.0,114.0,16.84,5.24,5.13,41.1,Good
2020-10-24,131.3,313.9,173.4,111.9,76.1,13.5,1.87,68.0,49.0,13.72,21.64,2.04,269.9,Very Poor
2020-10-25,415.7,515.4,183.9,64.6,82.3,36.1,7.47,32.7,65.5,2.84,19.43,7.53,430.9,Severe
2020-10-26,124.6,22.7,134.7,53.1,229.4,45.7,1.29,3.9,41.7,15.27,8.55,4.21,226.0,Good
2020-10-27,446.3,56.6,108.6,115.8,23.2,6.7,6.78,74.2,64.7,8.07,3.42,8.76,190.2,Moderate
2020-10-28,361.2,345.8,190.1,34.3,203.4,19.5,4.08,65.4,91.6,14.95,14.04,1.55,429.4,Good
2020-10-29,105.1,292.7,191.5,111.0,106.2,26.2,4.96,43.7,136.0,4.76,24.76,4.76,28.1,Moderate
2020-10-30,47.4,33.6,73.5,42.2,75.3,5.6,4.65,95.2,105.8,6.31,18.27,3.16,24.1,Satisfactory
2020-10-31,124.9,325.5,3.3,108.9,170.5,19.2,5.67,14.2,5.3,19.3,5.97,8.6,301.7,Poor
2020-11-01,11.6,503.8,29.3,11.8,237.8,47.2,8.69,69.6,186.8,14.54,21.23,3.35,81.3,Severe
2020-11-02,147.7,180.6,129.0,119.4,92.1,40.7,8.86,56.6,39.0,4.04,6.37,3.84,492.0,Satisfactory
2020-11-03,73.7,514.6,154.6,80.9,83.2,46.7,7.44,28.2,32.7,5.5,29.29,2.32,179.8,Severe
2020-11-04,295.7,110.2,68.6,29.1,69.6,43.3,8.42,96.5,166.0,19.07,7.72,7.61,153.0,Satisfactory
2020-11-05,189.7,408.4,106.6,40.2,71.6,16.6,2.47,5.3,121.1,15.42,23.95,0.48,343.5,Severe
2020-11-06,28.6,165.9,49.7,124.4,87.9,15.7,6.84,71.0,147.6,10.21,26.97,0.33,288.8,Severe
2020-11-07,83.4,494.7,91.9,79.8,14.3,16.1,0.9,49.7,52.0,7.27,1.41,9.35,89.5,Very Poor
2020-11-08,229.3,298.1,140.7,105.1,70.8,40.2,2.63,64.0,64.3,7.25,5.69,7.4,136.9,Severe
2020-11-09,400.9,302.9,200.0,13.0,88.5,33.1,4.15,65.9,64.6,12.13,11.27,7.3,46.7,Severe
2020-11-10,10.8,589.0,110.2,73.8,201.0,30.9,4.63,47.0,55.3,4.17,29.27,2.38,389.1,Satisfactory
2020-11-11,420.1,46.2,0.5,105.7,217.4,39.6,1.66,56.3,41.1,14.03,23.41,7.2,177.1,Severe
2020-11-12,47.8,330.9,78.6,4.8,167.9,38.3,3.69,89.6,121.9,16.94,2.42,4.53,93.9,Moderate
2020-11-13,357.2,546.8,59.4,72.6,136.1,35.2,9.91,80.6,189.8,2.82,20.51,5.39,57.2,Good
2020-11-14,341.7,259.0,65.3,42.7,134.6,3.2,0.65,89.7,26.2,12.97,19.75,2.85,222.1,Moderate
2020-11-15,435.5,264.1,30.5,105.0,94.6,14.3,7.83,0.9,86.2,12.08,6.23,1.78,393.1,Good
2020-11-16,457.6,503.9,72.9,75.3,2.6,42.2,2.58,90.1,60.6,16.92,26.87,3.4,374.9,Poor
2020-11-17,59.4,83.5,183.9,31.9,78.7,4.8,9.25,18.4,5.1,9.03,0.2,7.6,411.0,Satisfactory
2020-11-18,81.2,412.7,184.3,65.5,0.2,12.8,5.48,69.3,10.5,13.8,9.29,9.54,194.9,Good
2020-11-19,89.7,188.2,192.6,132.5,178.9,44.3,2.33,11.6,50.4,2.97,6.82,1.73,266.2,Very Poor
2020-11-20,317.3,364.3,91.5,85.8,247.7,15.0,3.05,41.9,52.3,12.79,18.21,1.64,315.6,Moderate
2020-11-21,155.6,66.0,146.0,140.7,99.4,19.8,9.83,87.8,190.1,0.82,20.2,9.16,417.0,Severe
2020-11-22,248.1,330.4,135.1,75.9,150.8,16.4,0.67,63.5,34.2,9.38,18.82,6.96,387.3,Moderate
2020-11-23,193.8,489.1,28.9,130.8,87.7,10.8,3.14,14.4,22.2,17.67,22.08,5.39,87.6,Satisfactory
2020-11-24,361.3,387.3,124.3,73.5,26.0,30.8,8.06,47.8,35.3,4.85,24.35,0.67,367.0,Very Poor
2020-11-25,60.8,249.9,80.8,60.1,192.7,10.5,5.22,33.4,158.2,16.05,14.19,8.58,477.0,Very Poor
2020-11-26,481.5,89.8,74.7,109.4,172.5,39.5,4.36,45.7,51.1,2.28,13.48,7.5,386.7,Good
2020-11-27,442.7,471.5,21.4,59.8,246.1,49.5,0.73,66.6,96.2,13.48,3.49,7.77,84.5,Poor
2020-11-28,203.1,18.4,99.4,36.7,140.3,16.0,3.82,1.9,144.9,7.43,21.96,3.72,399.8,Good
2020-11-29,368.4,200.8,186.0,7.0,21.8,1.6,8.09,41.5,86.8,6.29,19.44,0.94,196.8,Poor
2020-11-30,316.6,463.8,142.1,69.8,172.1,19.9,3.41,100.0,86.8,3.91,16.74,4.05,46.8,Severe
2020-12-01,390.7,104.4,42.2,85.5,88.9,35.0,8.83,24.9,38.6,15.52,7.0,0.16,206.8,Very Poor
2020-12-02,462.0,310.7,116.9,42.3,95.0,35.5,8.29,44.3,51.0,1.92,11.11,3.64,442.8,Good
2020-12-03,366.2,533.4,136.2,56.4,101.3,38.9,1.3,7.8,60.8,1.29,27.79,8.46,164.8,Moderate
2020-12-04,485.2,14.0,91.8,132.2,24.7,23.1,7.01,98.9,170.3,17.67,9.76,6.23,267.2,Satisfactory
2020-12-05,235.0,121.3,58.0,55.5,94.5,6.9,4.44,6.3,66.1,10.94,20.76,4.41,182.7,Very Poor
2020-12-06,403.0,563.5,152.5,54.3,94.9,25.7,9.98,6.0,51.0,18.22,2.58,6.87,135.8,Satisfactory
2020-12-07,42.0,198.2,137.1,140.6,146.7,20.3,1.79,19.5,42.4,6.52,12.05,1.43,312.3,Satisfactory
2020-12-08,433.0,387.5,165.7,14.6,236.2,39.0,1.56,26.5,83.9,1.03,19.98,6.09,428.0,Good
2020-12-09,58.4,386.7,62.4,71.2,119.7,35.4,8.99,5.9,198.7,13.36,16.36,9.05,291.4,Satisfactory
2020-12-10,39.3,300.9,91.6,28.3,92.0,0.1,8.94,80.7,54.4,6.44,21.23,3.33,13.1,Moderate
2020-12-11,423.3,459.4,53.9,90.3,243.1,46.9,3.03,10.9,30.4,1.95,6.21,7.08,17.1,Severe
2020-12-12,285.4,5.3,88.2,14.3,242.8,47.3,3.52,11.3,93.4,17.62,6.78,6.74,484.9,Satisfactory
2020-12-13,13.4,296.1,195.9,98.2,131.9,47.7,0.83,36.4,191.5,11.53,9.45,9.88,156.7,Very Poor
2020-12-14,403.3,405.0,160.1,108.1,218.7,28.6,7.65,20.7,19.0,2.64,5.43,0.25,250.3,Very Poor
2020-12-15,220.6,287.9,91.3,132.2,49.7,24.6,0.57,34.0,15.0,8.58,2.46,7.11,420.0,Good
2020-12-16,56.7,196.9,174.2,41.1,13.3,12.7,1.98,83.5,8.9,15.78,11.08,0.67,81.6,Satisfactory
2020-12-17,84.2,35.3,28.2,98.2,214.8,31.2,4.67,25.0,70.6,13.14,16.01,3.23,281.1,Poor
2020-12-18,462.3,54.0,63.5,57.6,23.8,16.2,0.94,90.1,19.9,6.53,8.93,2.75,498.6,Good
2020-12-19,47.4,104.5,193.9,137.3,192.5,39.3,9.16,48.3,168.6,6.67,3.87,6.63,415.2,Satisfactory
2020-12-20,74.6,468.3,0.1,21.0,204.6,3.0,6.37,29.1,114.9,14.71,28.56,6.75,364.5,Good
2020-12-21,339.1,258.7,198.3,70.4,190.9,35.6,3.94,94.7,5.5,7.14,22.56,5.61,97.0,Satisfactory
2020-12-22,378.5,573.1,136.0,75.7,232.4,25.3,1.06,71.6,142.6,4.99,19.23,2.37,483.9,Satisfactory
2020-12-23,285.9,35.8,147.7,12.0,71.4,25.6,0.07,98.5,183.2,4.05,3.05,2.19,230.8,Moderate
2020-12-24,233.0,578.3,131.9,106.7,158.0,28.4,2.46,9.4,102.6,2.86,10.51,3.84,29.0,Poor
2020-12-25,27.1,293.9,109.0,98.4,81.8,27.2,7.56,22.1,47.7,2.14,16.47,1.15,178.4,Good
2020-12-26,199.9,220.2,164.4,83.2,168.1,15.8,8.34,99.6,116.8,9.42,14.01,4.72,135.4,Moderate
2020-12-27,16.1,494.4,164.4,3.7,216.2,37.0,6.04,86.0,79.5,3.15,28.73,3.0,415.8,Good
2020-12-28,418.0,448.4,48.8,128.2,98.4,19.9,3.38,73.3,76.9,19.69,22.83,1.95,401.5,Satisfactory
2020-12-29,243.1,338.2,49.6,7.2,118.3,38.1,1.85,60.3,6.5,5.41,17.13,3.36,139.8,Satisfactory
2020-12-30,107.2,595.4,97.0,4.9,241.1,39.3,3.83,49.3,84.9,10.04,15.49,9.68,281.9,Satisfactory
2020-12-31,393.6,200.5,161.9,113.3,215.1,2.4,3.44,1.5,11.0,1.55,9.7,6.79,309.8,Satisfactory
2021-01-01,200.0,289.0,58.8,127.0,202.7,16.6,6.58,31.4,107.0,10.43,22.51,6.61,152.7,Very Poor
2021-01-02,383.7,576.1,106.1,125.4,187.1,15.1,7.97,66.3,119.5,7.92,3.52,5.95,326.4,Poor
2021-01-03,187.2,109.9,187.0,137.5,180.9,47.0,2.47,40.8,37.9,10.13,1.94,1.07,390.2,Severe
2021-01-04,180.0,479.7,37.8,105.9,219.7,9.6,8.2,94.5,14.9,8.46,3.94,9.09,61.6,Very Poor
2021-01-05,79.8,346.1,123.3,27.5,233.3,38.5,0.23,80.6,18.4,10.34,28.69,4.48,410.5,Good
2021-01-06,357.8,131.3,129.4,15.4,168.4,42.9,9.25,68.8,148.6,13.55,16.43,5.55,273.6,Very Poor
2021-01-07,146.0,192.3,100.3,66.1,162.9,46.0,6.72,65.8,11.5,14.43,12.57,0.82,448.2,Moderate
2021-01-08,316.1,364.5,193.6,29.8,99.3,38.1,0.94,0.5,149.1,8.16,27.58,6.31,244.4,Poor
2021-01-09,457.2,44.2,78.6,141.5,55.0,36.0,5.81,21.1,26.1,17.97,22.45,1.11,482.6,Very Poor
2021-01-10,354.1,323.3,63.5,20.2,211.0,49.9,4.88,30.0,76.0,1.52,8.49,9.86,475.9,Severe
2021-01-11,412.7,404.6,50.2,103.2,94.1,21.7,0.62,71.1,170.0,15.66,15.58,4.03,265.6,Poor
2021-01-12,147.3,217.6,69.4,14.8,94.5,27.2,0.77,38.3,7.1,16.49,1.63,6.14,250.9,Very Poor
2021-01-13,371.2,413.9,192.2,62.8,42.3,11.4,0.88,66.6,34.5,3.16,0.94,7.66,18.8,Moderate
2021-01-14,476.9,337.9,135.0,22.8,218.1,24.1,7.21,63.7,96.5,10.73,1.61,5.7,195.7,Moderate
2021-01-15,228.1,79.2,136.9,43.8,200.7,31.1,7.14,93.9,83.1,4.02,28.28,5.45,413.4,Moderate
2021-01-16,340.6,108.0,154.4,103.2,27.7,34.6,6.54,82.7,183.9,1.12,20.74,8.6,273.5,Good
2021-01-17,178.6,12.5,71.6,134.5,122.2,3.9,8.36,51.9,110.7,14.5,0.88,0.75,380.4,Satisfactory
2021-01-18,335.2,258.8,128.9,124.8,173.0,21.2,6.09,23.3,129.1,17.94,19.06,4.97,455.1,Very Poor
2021-01-19,363.5,244.6,44.9,14.8,154.7,27.5,4.14,98.4,166.2,9.6,5.28,3.6,53.2,Moderate
2021-01-20,3.3,507.2,184.7,67.1,16.0,35.2,5.16,28.7,178.2,11.88,25.33,0.76,430.9,Severe
2021-01-21,392.9,580.8,96.0,137.5,110.9,36.4,0.46,2.4,159.5,8.42,1.81,6.41,26.2,Moderate
2021-01-22,280.4,202.0,103.0,7.6,72.3,16.8,3.01,44.2,127.3,16.57,2.0,2.42,173.6,Severe
2021-01-23,408.6,554.9,30.1,139.1,235.6,3.6,6.66,55.2,38.9,1.94,14.33,0.91,492.3,Moderate
2021-01-24,493.2,434.0,86.6,74.7,16.2,22.7,3.22,46.9,27.9,1.74,24.98,6.07,491.9,Satisfactory
2021-01-25,391.9,595.5,52.1,34.9,28.0,12.1,2.34,5.7,191.9,17.19,20.77,9.45,246.5,Poor
2021-01-26,108.9,397.6,122.1,41.8,79.3,49.1,6.53,65.1,160.4,19.14,7.03,0.08,169.0,Satisfactory
2021-01-27,182.4,529.3,91.2,121.6,35.1,7.7,4.85,79.0,89.5,14.06,0.48,4.32,336.0,Satisfactory
2021-01-28,65.0,168.6,181.1,47.9,87.2,20.6,6.34,39.6,107.5,13.91,16.41,7.23,447.1,Severe
2021-01-29,242.4,458.8,163.4,108.5,128.0,14.8,9.82,66.5,179.1,1.97,3.63,0.01,61.9,Good
2021-01-30,41.7,501.3,83.5,146.9,22.6,6.5,4.58,39.4,105.4,4.18,13.95,2.67,263.2,Good
2021-01-31,133.8,580.0,186.8,59.2,245.1,6.5,7.5,24.6,21.7,13.17,15.94,0.03,80.3,Poor
2021-02-01,78.8,105.3,122.3,78.1,76.9,0.5,6.88,67.9,46.2,16.98,27.45,8.21,424.7,Moderate
2021-02-02,115.5,178.0,35.6,147.3,229.7,31.0,6.16,40.4,135.8,13.74,1.03,0.81,339.8,Satisfactory
2021-02-03,117.3,392.2,142.5,41.7,179.0,24.3,6.23,21.2,9.6,1.96,29.72,0.87,52.1,Very Poor
2021-02-04,309.2,150.5,148.4,129.2,239.2,8.3,3.39,90.3,87.2,2.71,15.07,2.27,320.1,Poor
2021-02-05,307.4,257.0,188.3,5.4,236.9,34.2,0.33,80.2,17.8,15.82,12.37,0.0,93.5,Severe
2021-02-06,121.1,111.7,16.2,120.2,146.3,8.6,4.02,30.7,142.7,13.41,15.52,9.98,70.2,Good
2021-02-07,78.6,198.1,169.9,120.8,164.3,14.8,7.0,33.7,167.5,13.05,7.46,1.03,155.0,Poor
2021-02-08,362.5,532.5,140.2,31.0,80.0,42.2,9.31,74.9,0.3,14.57,29.25,4.21,475.2,Very Poor
2021-02-09,469.7,512.2,104.2,25.3,113.9,43.4,7.8,76.1,22.3,2.03,28.18,3.9,156.8,Moderate
2021-02-10,214.2,156.7,13.6,70.9,22.5,15.3,3.65,46.1,169.0,6.19,16.92,5.59,266.4,Poor
2021-02-11,156.1,40.5,19.6,72.0,209.8,15.1,5.28,25.3,112.8,5.04,7.35,4.64,168.8,Very Poor
2021-02-12,339.3,230.4,195.2,118.1,248.6,33.2,8.25,33.3,26.7,6.36,22.2,0.08,371.4,Severe
2021-02-13,347.9,208.6,187.7,92.1,19.9,18.2,4.63,15.4,151.5,7.42,17.46,7.78,54.4,Very Poor
2021-02-14,40.0,594.6,31.8,41.1,2.6,30.8,6.27,0.3,52.1,3.89,0.17,4.74,370.3,Moderate
2021-02-15,3.4,354.3,158.1,109.8,1.4,28.8,8.79,57.7,142.4,15.66,23.84,9.95,76.9,Good
2021-02-16,204.5,312.4,109.7,55.9,101.5,38.8,7.88,56.9,121.1,3.33,11.69,0.7,423.8,Moderate
2021-02-17,409.7,406.0,6.1,75.0,8.4,1.1,0.73,47.1,181.5,6.66,27.91,8.97,306.3,Satisfactory
2021-02-18,78.2,508.9,127.2,61.5,84.5,30.8,8.17,65.3,54.9,14.44,3.22,1.07,352.5,Good
2021-02-19,204.1,11.3,175.5,26.1,23.7,39.4,5.15,57.9,132.8,15.77,19.04,3.95,311.9,Very Poor
2021-02-20,44.4,419.3,133.5,82.8,106.6,46.6,4.8,81.4,148.5,8.24,22.0,1.4,447.5,Satisfactory
2021-02-21,345.7,13.7,1.8,122.7,160.5,14.3,7.25,29.1,78.9,6.46,20.33,5.32,205.8,Severe
2021-02-22,237.5,336.0,5.0,50.6,225.9,17.4,5.52,28.8,141.8,14.07,0.2,9.09,322.0,Very Poor
2021-02-23,295.4,308.6,89.6,144.7,72.4,18.9,9.61,30.8,26.1,15.09,26.25,0.24,468.1,Moderate
2021-02-24,288.3,560.5,73.4,47.2,126.8,27.2,0.58,86.7,113.7,5.49,4.74,5.56,250.2,Good
2021-02-25,321.8,281.6,156.4,3.7,113.3,40.5,3.6,52.4,3.5,5.2,8.62,7.52,106.8,Satisfactory
2021-02-26,15.6,354.2,158.8,31.0,142.1,17.2,4.69,19.6,55.8,14.51,22.14,9.14,325.1,Poor
2021-02-27,227.9,123.9,139.5,124.2,183.4,5.8,9.71,28.3,39.0,2.37,9.41,9.32,240.8,Severe
2021-02-28,192.8,210.7,3.7,49.7,40.3,42.3,7.0,38.0,151.7,6.46,29.12,9.9,249.0,Poor
2021-03-01,436.8,37.8,197.0,55.3,115.4,20.5,8.66,63.1,32.6,8.89,5.39,5.62,160.5,Poor
2021-03-02,245.8,30.0,49.0,45.6,187.2,27.5,3.24,25.7,106.6,13.79,22.55,2.03,457.4,Severe
2021-03-03,367.6,184.7,41.8,19.4,203.3,25.0,4.34,20.1,126.0,13.63,9.29,5.29,257.2,Satisfactory
2021-03-04,60.4,294.2,75.7,77.1,94.8,9.9,0.05,25.8,119.8,10.89,12.18,7.65,231.9,Moderate
2021-03-05,243.9,563.1,153.6,125.9,171.7,20.8,0.36,41.1,75.0,17.46,11.12,1.56,36.6,Satisfactory
2021-03-06,202.1,76.4,73.3,28.3,243.5,37.4,4.3,77.5,74.7,9.56,24.52,8.58,246.9,Poor
2021-03-07,74.2,9.9,5.7,145.2,111.2,37.9,9.93,98.7,165.5,11.26,27.02,8.22,67.6,Satisfactory
2021-03-08,369.2,257.0,71.0,109.3,114.9,2.4,6.73,9.6,84.9,16.93,14.13,0.77,405.3,Poor
2021-03-09,474.0,512.0,98.3,123.7,165.0,26.7,2.73,21.6,141.1,16.12,11.31,5.31,416.8,Poor
